domain,post_url,timestamp
buy2.co.il,http://plaintextoffenders.com/post/4412494407/buy2coil-group-deals-website-editors-note,2011-04-07 09:00:00 GMT
hover.com,http://plaintextoffenders.com/post/4600479259/hovercom-domain-registrar-i-regret-trusting,2011-04-14 05:00:00 GMT
hover.com,http://plaintextoffenders.com/post/4576183117/hovercom,2011-04-13 09:00:05 GMT
tadalist.com,http://plaintextoffenders.com/post/4899560116/tadalistcom-a-free-service-offered-by-37signals,2011-04-24 17:00:00 GMT
pingdom.com,http://plaintextoffenders.com/post/4733753892/pingdomcom-website-monitoring-edit-august,2011-04-19 01:00:00 GMT
newegg.com,http://plaintextoffenders.com/post/5893155860/neweggcom-online-shop-i-wanted-newegg-to-reset,2011-05-27 09:00:00 GMT
discover.com,http://plaintextoffenders.com/post/4987292419/discovercom-shame-on-you-discover-card-editors,2011-04-27 17:00:06 GMT
smashingmagazine.com,http://plaintextoffenders.com/post/6032496321/smashingmagazinecom-got-this-shortly-after,2011-05-31 09:00:00 GMT
doodle.com,http://plaintextoffenders.com/post/7002322169/doodlecom-online-scheduling-service-you-can,2011-06-28 05:01:06 GMT
dixons.co.uk,http://plaintextoffenders.com/post/8031836701/dixonscouk-dixons-the-online-uk-retailer-send,2011-07-25 05:01:05 GMT
spareroom.co.uk,http://plaintextoffenders.com/post/7531550378/spareroomcouk-apartment-house-sharing,2011-07-12 10:00:05 GMT
netacadadvantage.com,http://plaintextoffenders.com/post/8156341904/netacadadvantagecom-cisco-networking-academy,2011-07-28 03:10:00 GMT
voyage-prive.co.uk,http://plaintextoffenders.com/post/7959209554/voyage-privecouk-travel-deals-they-have-a-uk,2011-07-23 05:02:05 GMT
eff.org,http://plaintextoffenders.com/post/8863219822/efforg-electronic-frontier-foundation-internet,2011-08-13 12:46:52 GMT
match.com,http://plaintextoffenders.com/post/9744438766/matchcom-dating-site-very-soon-after-i-got-this,2011-09-03 13:02:06 GMT
dixons.co.uk,http://plaintextoffenders.com/post/11428211190/dixonscouk-dixons-a-uk-electrical-goods,2011-10-14 06:00:06 GMT
dotnetnuke.com,http://plaintextoffenders.com/post/12105938479/dotnetnukecom-the-dotnetnuke-forum-at,2011-10-30 06:00:00 GMT
hrsmart.com,http://plaintextoffenders.com/post/13394561386/hrsmartcom-human-resources-and-appraisal,2011-11-27 10:02:06 GMT
informit.com,http://plaintextoffenders.com/post/22893239920/informitcom-software-education-editors-note,2012-05-12 09:01:29 GMT
axis.com,http://plaintextoffenders.com/post/31781714571/axiscom-ip-based-video-for-security-surveillance,2012-09-18 04:50:05 GMT
drugstore.com,http://plaintextoffenders.com/post/31333158033/drugstorecom-online-drugstore-i-forgot-my,2012-09-11 12:56:00 GMT
bedbath.com,http://plaintextoffenders.com/post/33639451820/bedbathandbeyondcom-bedbathcom-home-supplies,2012-10-15 13:54:00 GMT
bedbathandbeyond.com,http://plaintextoffenders.com/post/33639451820/bedbathandbeyondcom-bedbathcom-home-supplies,2012-10-15 13:54:00 GMT
foxtel.com.au,http://plaintextoffenders.com/post/34898899673/foxtelcomau-pay-tv-provider-just-request-your,2012-11-03 14:00:37 GMT
namecheap.com,http://plaintextoffenders.com/post/39285063264/namecheapcom-domain-name-registrar-they-sent,2012-12-31 06:00:37 GMT
redletterdays.co.uk,http://plaintextoffenders.com/post/40679986332/redletterdayscouk-gift-experiences-according,2013-01-16 14:00:31 GMT
business.iorder.com.au,http://plaintextoffenders.com/post/40405878538/businessiordercomau-australian-taxation-office,2013-01-13 06:00:14 GMT
host1free.com,http://plaintextoffenders.com/post/41008970387/host1freecom-host1pluscom-vps-hosting-service,2013-01-20 14:00:28 GMT
host1plus.com,http://plaintextoffenders.com/post/41008970387/host1freecom-host1pluscom-vps-hosting-service,2013-01-20 14:00:28 GMT
nerokwik.com,http://plaintextoffenders.com/post/47706855060/nerokwikcom-social-picture-sharing-will-have,2013-04-11 16:12:00 GMT
tmsmonster.com,http://plaintextoffenders.com/post/47846676450/hrdepartmentcom-tmsmonstercom-talent,2013-04-13 06:36:30 GMT
proctoru.com,http://plaintextoffenders.com/post/47667669301/proctorucom-online-test-proctoring-editors,2013-04-11 01:48:00 GMT
hrdepartment.com,http://plaintextoffenders.com/post/47846676450/hrdepartmentcom-tmsmonstercom-talent,2013-04-13 06:36:30 GMT
mcprohosting.com,http://plaintextoffenders.com/post/55755875584/mcprohostingcom-private-game-server-hosts-i,2013-07-18 05:00:00 GMT
nationaltrust.org.uk,http://plaintextoffenders.com/post/57131155345/gbiacom-nationaltrustorguk-wi-fi-service,2013-08-02 08:00 GMT
fatwallet.com,http://plaintextoffenders.com/post/64466628359/fatwalletcom-comparison-shopping-they-inserted,2013-10-19 10:00:42 GMT
escapade.co.uk,http://plaintextoffenders.com/post/70883578077/escapadecouk-fancy-dress-costumes-although-the,2013-12-23 10:00:37 GMT
creditkarma.com,http://plaintextoffenders.com/post/78737742921/creditkarmacom-credit-and-financial-management,2014-03-06 10:00:23 GMT
amalthea-reu.org,http://plaintextoffenders.com/post/79359034769/amalthea-reuorg-college-research-organization,2014-03-12 14:00:26 GMT
ghost.org,http://plaintextoffenders.com/post/82078879478/ghostio-ghostorg-hosted-blogging-services,2014-04-08 09:00:44 GMT
ghost.io,http://plaintextoffenders.com/post/82078879478/ghostio-ghostorg-hosted-blogging-services,2014-04-08 09:00:44 GMT
panthur.com.au,http://plaintextoffenders.com/post/91141776071/panthurcomau-web-hosting-and-domains-plain,2014-07-08 11:24:42 GMT
pixelletter.de,http://plaintextoffenders.com/post/92709816899/pixelletterde-email-to-mail-gateway-the-email,2014-07-24 06:36:34 GMT
carmella.co.il,http://plaintextoffenders.com/post/94622511663/carmellacoil-fruit-and-vegetable-delivery,2014-08-13 11:24:38 GMT
heise.de,http://plaintextoffenders.com/post/94073777834/heisede-it-news-sends-your-new-password-in,2014-08-07 16:12:26 GMT
connect24-7.com,http://plaintextoffenders.com/post/97433621392/connect24-7com-point-of-sale-systems-editors,2014-09-14 01:48:00 GMT
magnatune.com,http://plaintextoffenders.com/post/98708807410/magnatunecom-record-label-this-is-the-email,2014-09-29 06:36:00 GMT
slickwraps.com,http://plaintextoffenders.com/post/99233222460/slickwrapscom-mobile-phone-accessories-they,2014-10-05 16:12:26 GMT
dubarry.com,http://plaintextoffenders.com/post/99896202283/dubarrycom-dubarryse,2014-10-13 10:00:00 GMT
dubarry.se,http://plaintextoffenders.com/post/99896202283/dubarrycom-dubarryse,2014-10-13 10:00:00 GMT
dubarryfrance.fr,http://plaintextoffenders.com/post/99896202283/dubarrycom-dubarryse,2014-10-13 10:00:00 GMT
dubarrycanada.ca,http://plaintextoffenders.com/post/99896202283/dubarrycom-dubarryse,2014-10-13 10:00:00 GMT
dubarry.it,http://plaintextoffenders.com/post/99896202283/dubarrycom-dubarryse,2014-10-13 10:00:00 GMT
connectyourcare.com,http://plaintextoffenders.com/post/99739218203/connectyourcarecom-consumer-directed-healthcare,2014-10-11 17:12:00 GMT
dubarry.us,http://plaintextoffenders.com/post/99896202283/dubarrycom-dubarryse,2014-10-13 10:00:00 GMT
dubarryboots.de,http://plaintextoffenders.com/post/99896202283/dubarrycom-dubarryse,2014-10-13 10:00:00 GMT
nhl.com,http://plaintextoffenders.com/post/100965688284/nhlcom-sports-league-they-store-everything-in,2014-10-26 04:00:13 GMT
tigerdile.com,http://plaintextoffenders.com/post/102097842934/tigerdilecom-streaming-for-artists-got-the-mail,2014-11-08 16:00:00 GMT
sportsubs.com.au,http://plaintextoffenders.com/post/102534896533/sportsubscomau-sports-club-membership,2014-11-13 16:16:14 GMT
z2systems.com,http://plaintextoffenders.com/post/103557412719/convergence-conorg-z2systemscom-conference,2014-11-25 16:00:00 GMT
cosmeticsnow.com,http://plaintextoffenders.com/post/102334303960/cosmeticsnowcom-cosmeticsnowcomau-cosmetics,2014-11-11 04:00:41 GMT
convergence-con.org,http://plaintextoffenders.com/post/103557412719/convergence-conorg-z2systemscom-conference,2014-11-25 16:00:00 GMT
cosmeticsnow.com.au,http://plaintextoffenders.com/post/102334303960/cosmeticsnowcom-cosmeticsnowcomau-cosmetics,2014-11-11 04:00:41 GMT
flashbeing.com,http://plaintextoffenders.com/post/103859289588/flashbeingcom-social-network-just-registered,2014-11-29 04:00:00 GMT
megarbl.net,http://plaintextoffenders.com/post/108165628182/megarblnet-spam-blacklist-editors-note,2015-01-15 14:00:00 GMT
scichart.com,http://plaintextoffenders.com/post/109371857612/scichartcom-software-components-emailed-me-my,2015-01-28 06:00:31 GMT
webhost.uk.net,http://plaintextoffenders.com/post/112203234608/webhostuknet-web-hosting-they-were-kind-enough,2015-02-27 06:00:34 GMT
talent-sport.co.uk,http://plaintextoffenders.com/post/111352284450/tigerscouk,2015-02-18 06:00:32 GMT
leicestertigers.com,http://plaintextoffenders.com/post/111352284450/tigerscouk,2015-02-18 06:00:32 GMT
tigers.co.uk,http://plaintextoffenders.com/post/111352284450/tigerscouk,2015-02-18 06:00:32 GMT
itensityonline.com,http://plaintextoffenders.com/post/113493436056/itensityonlinecom-fitness-software-included-in,2015-03-13 06:00:10 GMT
mansteri.com,http://plaintextoffenders.com/post/117331642385/manstericom-artist-site-and-electronics-store,2015-04-25 13:00:38 GMT
aquiss.net,http://plaintextoffenders.com/post/119102764704/aquissnet-telecommunications-editors-note,2015-05-16 13:00:24 GMT
pfjones.co.uk,http://plaintextoffenders.com/post/120588669251/pfjonescouk-car-parts-and-accessories-not,2015-06-03 05:00:18 GMT
gpio.com.au,http://plaintextoffenders.com/post/121268071539/gpiocomau-home-automation-and-diy-editors-note,2015-06-11 13:00:30 GMT
chesskid.com,http://plaintextoffenders.com/post/121732560418/chesskidcom-online-chess-it-mails-a-plain-text,2015-06-17 05:00:16 GMT
entertainmentbook.com.au,http://plaintextoffenders.com/post/125847120109/entertainmentbookcomau-entertainment-vouchers,2015-08-04 15:00:16 GMT
acs.org.au,http://plaintextoffenders.com/post/125676950551/acsorgau-professional-society-surely-they,2015-08-02 15:00:41 GMT
airlinesim.aero,http://plaintextoffenders.com/post/127316813712/airlinesimaero-simulation-game,2015-08-22 15:00:22 GMT
bidslammer.com,http://plaintextoffenders.com/post/126392061248/bidslammercom-automatic-bidder-editors-note,2015-08-11 03:00:21 GMT
c9.io,http://plaintextoffenders.com/post/128889534226/c9io-software-development-tools-hope-the-code,2015-09-12 03:00:17 GMT
helptobuysouth.co.uk,http://plaintextoffenders.com/post/129781425977/helptobuysouthcouk-property-search-sends-copy,2015-09-24 15:00:28 GMT
hockeyshare.com,http://plaintextoffenders.com/post/130122604562/hockeysharecom-hockey-team-management-resources,2015-09-29 09:00:19 GMT
lithiumhosting.com,http://plaintextoffenders.com/post/130376488803/lithiumhostingcom-web-hosting-was-on-my-way-to,2015-10-03 03:00:21 GMT
fluctishosting.com,http://plaintextoffenders.com/post/131686851897/fluctishostingcom-online-game-servers-signed-up,2015-10-22 15:00:25 GMT
barleyhaven.com,http://plaintextoffenders.com/post/131491309590/barleyhavencom-beer-brewing-supplies-editors,2015-10-19 15:00:33 GMT
rocketweb.com,http://plaintextoffenders.com/post/131801095293/rocketwebcom-software-extensions-editors-note,2015-10-24 09:00:13 GMT
titanbookstore.com,http://plaintextoffenders.com/post/132215620251/fullertonedu-titanbookstorecom-university,2015-10-30 16:01:01 GMT
fullerton.edu,http://plaintextoffenders.com/post/132215620251/fullertonedu-titanbookstorecom-university,2015-10-30 16:01:01 GMT
videoeta.com,http://plaintextoffenders.com/post/132573564585/videoetacom-movie-release-dates-reason-for,2015-11-05 02:00:16 GMT
quickship.com,http://plaintextoffenders.com/post/132443827893/quikshiptonercom-quickshipcom-shipping-this-is,2015-11-03 02:00:42 GMT
